code,iata,name,city,region,lat,lon,longest_rwy_ft
BR-2187,,Fazenda Itamaratí Airport,Ponta Porã,BR-MS,-22.1882,-55.5778,6693
BR-2189,,Independência Airport,Nova Andradina,BR-MS,-22.2789,-53.3832,4593
SS1H,,Medianeira Airport,Medianeira,BR-PR,-25.3109,-54.0705,3937
BR-2193,,Porecatu Municipal Airport,Porecatu,BR-PR,-22.7757,-51.3636,3937
BR-2194,,Fazenda Torrão de Ouro Airport,Pedro Gomes,BR-MS,-18.1812,-54.5021,5118
BR-2195,,Balbina Airport,Presidente Figueiredo,BR-AM,-1.9248,-59.4123,3937
BR-2198,,Fazenda Indiara Airport,São Miguel do Araguaia,BR-GO,-13.3149,-49.7749,3937
BR-2200,,Urucará Airport,Urucará,BR-AM,-2.5289,-57.7558,3937
BR-2201,,Fazenda Agrocentro Airport,Barra do Garças,BR-MT,-15.6878,-52.266,3609
BR-2202,,Fazenda Rio Alegre Airport,São José do Rio Claro,BR-MT,-13.2743,-56.8922,4134
BR-2203,,Fazenda Nova Fronteira Airport,Sinop,BR-MT,-11.4678,-56.4376,4593
BR-2212,,Volta Grande Airport,Conceição das Alagoas,BR-MG,-20.0086,-48.252,3937
SS7W,,AAGR (Associação Aerodesportiva de Guaporé) Airport,Guaporé,BR-RS,-28.8948,-51.8553,3609
BR-2215,,Iaciara Airport,Iaciara,BR-GO,-14.1076,-46.6669,4921
BR-2223,,Monte Santo de Minas Airport,Monte Santo de Minas,BR-MG,-21.1758,-46.9589,4167
BR-2227,,Pastos Bons Airport,Pastos Bons,BR-MA,-6.6669,-44.0839,3937
BR-2228,,Propriá Airport,Propriá,BR-SE,-10.2561,-36.8024,3937
SND4,,Ismael Nunes Airport,São Joaquim,BR-SC,-28.2455,-49.8976,4265
BR-2243,,Fazenda Marambaia Airport,Pirapora,BR-MG,-17.4392,-44.9375,3937
BR-2274,,Fazenda Triângulo Airport,Pontes e Lacerda,BR-MT,-15.1735,-59.1721,4675
BR-2277,,Caldas do Jorro Airport,Tucano,BR-BA,-11.0421,-38.7837,3609
BR-2348,,Fazenda Gaivota Airport,Poconé,BR-MT,-16.2346,-56.9158,4528
BR-2358,,Sada Siderurgia Ltda Airport,Várzea da Palma,BR-MG,-17.5279,-44.7704,3609
BR-2397,,Santa Rita do Araguaia Airport,Santa Rita do Araguaia,BR-GO,-17.3208,-53.194,3937
BR-2469,,Fazenda Santa Fé Airport,Santana do Araguaia,BR-PA,-9.5751,-50.3519,3937
BR-2474,,Fazenda Entre Serras Airport,Planalto da Serra,BR-MT,-14.6239,-54.4765,3937
BR-2487,,Fazenda Triângulo Airport,Bonópolis,BR-GO,-13.5803,-49.8208,3609
BR-2518,,Fazenda MRV Airport,Monte Azul,BR-MG,-14.9135,-43.3643,3871
BR-2525,,Agrosserra Airport,São Raimundo Das Mangabeiras,BR-MA,-6.7756,-45.8917,3937
BR-2532,,Crispiano Airport,Monte Alegre de Goiás,BR-GO,-13.2244,-46.9531,3937
BR-2535,,Fazenda Sapucaí Airport,Tasso Fragoso,BR-MA,-8.2989,-45.7633,3609
BR-2549,,Usinas Braco Norte Airport,Guarantã Do Norte,BR-MT,-9.6585,-54.951,3642
BR-2578,,Usina Eldorado Airport,Rio Brilhante,BR-MS,-21.8604,-54.018,3937
BR-2628,,Fazenda Dois Netos Airport,Paranatinga,BR-MT,-13.2456,-54.0339,4265
BR-2643,,Michels Aviação Agrícola LTDA Airport,Sapezal,BR-MT,-13.5322,-58.7653,4265
BR-2661,,Ilha dos Macacos Airport,Paranaíta,BR-MT,-9.2277,-57.0192,4921
BR-2686,,Dona Iracema Airport,Porto Nacional,BR-TO,-10.607,-48.3489,3990
BR-2704,,Fazenda Calcário Tangará Airport,Tangará da Serra,BR-MT,-14.4503,-57.8006,3773
SJU3,,Fazenda Pampeira Airport,Campo Novo do Parecis,BR-MT,-14.1505,-57.7863,4593
BR-2726,,Campos Gerais Airport,Balsas,BR-MA,-8.5185,-46.7514,3937
BR-2733,,Fazenda Santa Inês Airport,Nova Brasilândia,BR-MT,-14.6618,-55.3843,3937
BR-2736,,Fazenda Sucuri Airport,Itiquira,BR-MT,-17.3958,-54.7597,3937
BR-2751,,Carlos Alberto Pinto Airport,Arraias,BR-TO,-12.609,-46.7471,4429
BR-2768,,Piçarrão Airport,Estrela do Sul,BR-MG,-18.7269,-47.8693,3937
BR-2770,,Monte Verde Airport,Camanducaia,BR-MG,-22.86,-46.0375,3609
BR-2772,,Belterra Airport,Belterra,BR-PA,-2.6681,-54.8957,6562
BR-2773,,Fazenda Calumbi Airport,Fortuna,BR-MA,-5.8154,-44.1336,3937
BR-2781,,Fazenda Nova Airport,Uberlândia,BR-MG,-19.0478,-48.5822,3937
BR-2792,,Ibimirim Airport,Ibimirim,BR-PE,-8.5329,-37.6742,3609
BR-2794,,São José do Jacuípe Airport,São José do Jacuípe,BR-BA,-11.4516,-40.0463,3773
BR-2796,,Jardim do Seridó Airport,Jardim do Seridó,BR-RN,-6.5414,-36.732,3609
BR-2797,,Fazenda Caraíbas Airport,Janaúba,BR-MG,-15.6529,-43.4032,3543
BR-2822,,Fazenda Jaibense Airport,Matias Cardoso,BR-MG,-14.9471,-43.6701,3658
BR-2831,,Piaus Airport,Piaus,BR-PA,-8.8336,-50.0006,5906
BR-2861,,Uauá Airport,Uauá,BR-BA,-9.8321,-39.4997,3937
BR-2868,,Fazenda Araçatuba Airport,Santa Fé,BR-TO,-6.9767,-49.1995,3937
BR-2870,,Várzea da Palma Airport,Várzea da Palma,BR-MG,-17.6513,-44.7059,3609
BR-2885,,Pilão Arcado Airport,Pilão Arcado,BR-BA,-10.0086,-42.4773,3609
BR-2887,,Fazenda Flexas Airport,São Romão,BR-MG,-16.3701,-45.1236,5085
BR-2928,,Fazenda Volta Grande Airport,Maracaju,BR-MS,-21.4558,-55.4569,3609
BR-2944,,Fazenda União Airport,Aquidauana,BR-MS,-19.7563,-55.4787,3668
BR-2957,,Salvaterra II Airport,João Pinheiro,BR-MG,-17.1967,-45.7632,3609
BR-2973,,Fazenda Santa Ana Airport,Deodápolis,BR-MS,-22.0347,-54.1904,3937
BR-2991,,Fazenda Cedro Airport,Ponta Porã,BR-MS,-21.8708,-55.7475,3937
BR-3007,,Galletti II Airport,Portel,BR-PA,-2.9514,-51.1461,3609
BR-3018,,Fazenda Lapa do Lobo Airport,Paranaíba,BR-MS,-19.5272,-50.9703,5033
BR-3035,,Fazenda Saudade Airport,Cocalinho,BR-MT,-14.1433,-51.015,3609
SS6D,,Fazenda Duas Âncoras Airport,Barra do Garças,BR-MT,-14.9382,-52.1735,4921
BR-3042,,Fazenda Eldorado Airport,Barra do Garças,BR-MT,-15.5772,-52.2191,3937
BR-3047,,Fazenda Pioneira Airport,Diamantino,BR-MT,-14.2836,-57.7006,4921
BR-3059,,Fazenda Tombador Airport,Brasnorte,BR-MT,-11.7212,-58.052,4242
BR-3064,,Fazenda Bocaína Airport,Jangada,BR-MT,-15.3508,-56.7129,3609
BR-3067,,Fazenda Ipê Airport,Vila Rica,BR-MT,-9.9669,-50.9506,3904
BR-3086,JRN,Juruena Airport,Juruena,BR-MT,-10.3141,-58.4949,5381
BR-3090,,Fazenda Excalibur Airport,Vila Bela da Santíssima Trindade,BR-MT,-15.2963,-60.3687,3937
BR-3096,,Agropecuária Tratex Airport,Colider,BR-MT,-10.8932,-55.5661,3937
BR-3100,,Nova Olinda do Norte Airport,Nova Olinda do Norte,BR-AM,-3.8884,-59.08,3937
BR-3107,,Fazenda Salto Bello II Airport,Novo São Joaquim,BR-MT,-14.9611,-53.4881,3773
BR-3112,,Fazenda Duas Barras Airport,Pontal do Araguaia,BR-MT,-16.0169,-52.8104,4101
BR-3118,,Campos de Júlio Airport,Campos de Júlio,BR-MT,-13.4147,-59.2675,4429
BR-3135,,São Simão Airport,Vila Bela da Santíssima Trindade,BR-MT,-15.9146,-60.1484,3655
BR-3137,,Fazenda Sete de Setembro Airport,Água Boa,BR-MT,-13.8807,-52.4,4921
BR-3140,,Fazenda São Lucas Airport,Pontes e Lacerda,BR-MT,-15.7144,-59.2419,3937
BR-3141,,Fazenda Olho d'Água Airport,Torixoreu,BR-MT,-16.1419,-52.9673,3609
BR-3152,,Fazenda Vertente Airport,Santo Antônio Do Leverger,BR-MT,-15.8967,-55.3156,3609
BR-3178,,Fazenda Estrela d’Alva Airport,Querência,BR-MT,-12.1203,-52.6412,4987
BR-3185,,Estância Norteagro Airport,Boa Vista,BR-RR,2.6758,-60.7786,3773
SD13,,Agriter Agronegócios Airport,,BR-MT,-13.0484,-57.7917,4593
SD02,,Agro Basso Airport,Luís Eduardo Magalhães,BR-BA,-11.9374,-45.8721,3938
SD58,,Campo de Bagatelle Airport,Sete Lagoas,BR-MG,-19.3739,-44.1781,4595
UMIO,TXC,Orsha Airport - Balbasovo Air Base,Orsha,BY-VI,54.44,30.2967,9845
UMDD,,Lida Air Base,Lida,BY-HR,53.877,25.377,8202
BY-0022,,Dzerzhinsky Highway Strip,Dzerzhinsky,BY-MI,53.6887,27.3396,7742
UMNL,,Luninets Air Base,Luninets,BY-BR,52.2757,26.7746,8114
KC56,,Bult Field,Monee,US-IL,41.3776,-87.6814,5002
KC59,,Lake Lawn Airport,Delavan,US-WI,42.6341,-88.6011,4423
CA-0084,,Casey (Camp de Base) Airport,,CA-QC,47.9375,-74.0906,5411
CA20,,Eagle's Nest Airport,Ione,US-CA,38.4326,-121.0165,4000
CA90,,Cadiz Airstrip,Cadiz,US-CA,34.5141,-115.5183,5280
CAD4,YZZ,Trail Regional Airport,Trail,CA-BC,49.0556,-117.609,4000
CAD5,YMB,Merritt Airport,Merritt,CA-BC,50.1225,-120.7454,4000
CAH4,,Valemount Airport,Valemount,CA-BC,52.8527,-119.3363,3950
CAJ3,CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,Creston,CA-BC,49.0369,-116.498,3945
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,CA-BC,52.4515,-125.3038,3930
CAJ7,,A J Flying Ranch Airport,Cayley,CA-AB,50.4539,-113.7472,4500
CAL3,DGF,Douglas Lake Airport,Douglas Lake,CA-BC,50.1655,-120.1713,4600
CAL4,JHL,Fort MacKay/Albian Aerodrome,Albian Village,CA-AB,57.2239,-111.419,7549
CAM5,,Houston Airport,Houston,CA-BC,54.4403,-126.78,3900
CAT4,XQU,Qualicum Beach Airport,Qualicum Beach,CA-BC,49.3375,-124.3931,3565
CAU4,,Vanderhoof Airport,Vanderhoof,CA-BC,54.0516,-124.0108,5018
CAW3,,Scum Lake Airport,Scum Lake,CA-BC,51.7954,-123.5816,3500
CBBC,ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA-BC,52.185,-128.157,3700
CBR2,,Kaslo Airport,Kaslo,CA-BC,49.9036,-116.935,3700
CBS8,YPB,Alberni Valley Regional Airport,Port Alberni,CA-BC,49.3219,-124.931,3952
CBX7,TUX,Tumbler Ridge Airport,Tumbler Ridge,CA-BC,55.025,-120.935,4000
CBZ9,,Fraser Lake Airport,Fraser Lake,CA-BC,54.0145,-124.7714,3900
CCE3,,Juniper Airport,Juniper,CA-NB,46.5628,-67.1683,4021
CCP2,,Exploits Valley Botwood Airport,Exploits Valley,CA-NL,49.056,-55.4477,3930
CCQ3,,Debert Airport,Debert,CA-NS,45.4186,-63.4606,5000
CCR3,,Florenceville Airport,Florenceville-Bristol,CA-NB,46.4261,-67.6281,5400
CCS4,,Chipman Airport,Chipman,CA-NB,46.1486,-65.9042,4022
CCW3,,Waterville / Kings County Municipal Airport,Waterville,CA-NS,45.0519,-64.6517,3500
CCZ3,,Clarenville Airport,Clarenville,CA-NL,48.2747,-53.9239,3933
CDJ4,,Clearwater Airport,Clearwater,CA-NB,46.7133,-66.8283,3979
CDT5,,Bouctouche Airport,Buctouche,CA-NB,46.5094,-64.6939,5024
CDU6,,Doaktown Airport,Doaktown,CA-NB,46.5525,-66.0939,3996
CDV2,,Downs Gulch Airport,Downs Gulch,CA-NB,47.7536,-67.4261,4003
CEA3,,Olds-Didsbury Airport,Olds-Didsbury,CA-AB,51.7119,-114.107,3650
CEA6,,Cardston Airport,Cardston,CA-AB,49.1636,-113.2419,3500
CEB5,ZFW,Fairview Airport,Fairview,CA-AB,56.0814,-118.435,3506
CEC4,YJP,Jasper-Hinton Airport,Hinton,CA-AB,53.3192,-117.753,4300
CEE5,,Wabasca Airport,Wabasca-Desmarais,CA-AB,55.9614,-113.8187,3544
CEF4,,Airdrie Aerodrome,Airdrie,CA-AB,51.2639,-113.934,5000
CEG4,,Drumheller Municipal Airport,Drumheller,CA-AB,51.4964,-112.749,3505
CEH5,,Red Earth Creek Airport,Red Earth Creek,CA-AB,56.5461,-115.2758,3542
CEH6,,Provost Airport,Provost,CA-AB,52.3381,-110.279,5001
CEJ6,,Elk Point Airport,Elk Point,CA-AB,53.8929,-110.772,4498
CEL4,,Hanna Airport,Hanna,CA-AB,51.6322,-111.9047,3535
CEM5,,Swan Hills Airport,Swan Hills,CA-AB,54.6708,-115.415,4500
CEN4,,High River Airport,High River,CA-AB,50.5342,-113.8434,4160
CEP3,,Barrhead Airport,Barrhead,CA-AB,54.0969,-114.4389,3500
CEQ3,,Camrose Airport,Camrose,CA-AB,53.0403,-112.816,4512
CER3,YDC,Drayton Valley Industrial Airport,Drayton Valley,CA-AB,53.2658,-114.96,5066
CEV3,,Vegreville Airport,Vegreville,CA-AB,53.5144,-112.027,4000
CEW3,,St. Paul Airport,St. Paul,CA-AB,53.9937,-111.378,3500
CEX3,,Wetaskiwin Regional Airport,Wetaskiwin,CA-AB,52.965,-113.411,3876
CFB6,,Edmonton / Josephburg Airport,Edmonton,CA-AB,53.728,-113.0866,4560
CYFI,YFI,Fort Mackay / Firebag,Suncor Energy Site,CA-AB,57.2758,-110.9767,6890
CFH4,,Fox Harbour Airport,Fox Harbour,CA-NS,45.87,-63.4611,4885
CFL2,,Empress McNeill Spectra Energy Airport,Hilda,CA-AB,50.6818,-110.0432,3500
CFN5,,La Crete Airport,La Crete,CA-AB,58.1729,-116.3379,4400
CFN7,,Sundre Airport,Sundre,CA-AB,51.7742,-114.677,4285
CYWN,,CFB Wainwright Field 21 Airport,Wainwright,CA-AB,52.8306,-111.101,7349
CFS6,,Loon River Airport,Loon River,CA-AB,57.1419,-115.075,5900
CFT8,,Pelican Airport,Pelican,CA-AB,56.1608,-113.474,3872
CFX4,,Manning Municipal Airport,Manning,CA-AB,56.9508,-117.644,5577
CJA3,,Morden Regional Airport,Morden,CA-MB,49.2086,-98.0635,3937
CJE3,,Weyburn Airport,Weyburn,CA-SK,49.6975,-103.801,4000
CJF3,,Île-à-la-Crosse Airport,Île-à-la-Crosse,CA-SK,55.4897,-107.93,3908
CJJ4,,Deloraine Airport,Deloraine,CA-MB,49.1506,-100.501,3980
CJM5,,Frontier Airport,Frontier,CA-SK,49.1725,-108.5746,3625
CJS4,,Moose Jaw Municipal Airport,Moose Jaw,CA-SK,50.4347,-105.3877,4000
CJV5,,Neepawa Airport,Neepawa,CA-MB,50.2328,-99.5106,3510
CKB7,,Roblin Airport,Roblin,CA-MB,51.2344,-101.393,3510
CKH2,,Rocanville Airport,Rocanville,CA-SK,50.4647,-101.554,3950
SCPD,,Peldehue Aerodrome,Peldehue,CL-RM,-33.1186,-70.6831,4920
SC49,,Oficina Victoria Airport,Oficina Victoria,CL-TA,-20.7347,-69.6257,4472
CL35,,Warner Springs Gliderport Airport,Warner Springs,US-CA,33.2845,-116.675,3500
CLM2,,Leamington Airport,Leamington,CA-ON,42.025,-82.525,3832
CMT,CMT,New Cametá Airport,Cametá,BR-PA,-2.2468,-49.56,4000
CN-0036,,Shantou Waisha Airport,Shantou (Longhu),CN-44,23.4269,116.762,8202
ZUBZ,BZX,Bazhong Enyang Airport,Bazhong,CN-51,31.7384,106.6449,8530
ZSGS,JGS,Jinggangshan Airport,Ji'an,CN-36,26.8569,114.737,8530
CN-0149,,Fuzhou Air Base,Fuzhou (Cangshan),CN-35,26.0039,119.3128,7874
CN-0157,DWS,Morin Dawa Banner Airport,Hulunbuir,CN-15,48.3875,124.4313,3937
ZBNJ,,Beijing Nanjiao Airport,Beijing,CN-11,39.4828,116.3723,12467
CN-0218,CBZ,Binzhou Dagao General Aviation Airport,Binzhou,CN-37,37.6106,117.8857,7169
ZUDR,DDR,Shigatse Tingri Airport,Xigazê (Dingri),CN-54,28.6046,86.798,14764
ZUPL,APJ,Ali Pulan Airport,Burang Town,CN-54,30.3979,81.1332,15000
CN-0418,,Hohhot Shengle International Airport (under construction),Hohhot,CN-15,40.481,111.5752,12467
CN-0443,,Yantai Laishan Airport,Yantai,CN-37,37.3968,121.3696,8530
CN-0444,,Baitabu Air Base,Lianyungang (Donghai),CN-32,34.5713,118.8731,8202
ZSBA,BFY,Bengbu Tenghu Airport,Bengbu,CN-34,33.1663,117.0583,8530
CNE4,,Iroquois Falls Airport,Iroquois Falls,CA-ON,48.7417,-80.7933,3999
CNF4,,Kawartha Lakes Municipal Airport,Lindsay,CA-ON,44.3647,-78.7839,3500
CNK4,YPD,Parry Sound Area Municipal Airport,Parry Sound,CA-ON,45.2575,-79.8297,4901
CNL3,XBR,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,CA-ON,44.6394,-75.7503,4500
CNP3,,Arnprior Airport,Arnprior,CA-ON,45.4136,-76.3658,3955
CYTB,,Tillsonburg Airport,Tillsonburg,CA-ON,42.9275,-80.7469,5502
CNV8,,Edenvale Aerodrome,Edenvale,CA-ON,44.4411,-79.9628,3936
CNY3,,Collingwood Regional Airport,Collingwood,CA-ON,44.4483,-80.1589,5000
CO-0054,,Ríohacha Highway Strip,Ríohacha,CO-GUV,11.4988,-72.9892,8268
CO12,,Brighton Van-Aire Estates Airport,Brighton,US-CO,39.9835,-104.7046,3681
CO15,,Kelly Air Park,Elbert,US-CO,39.2247,-104.64,3800
CO25,,Metrogro Farm Airport,Agate,US-CO,39.4949,-103.7274,3700
CO55,,Christman Field,Fort Collins,US-CO,40.5972,-105.144,4000
CPE4,,Cambridge / Reid's Field,Cambridge,CA-ON,43.4427,-80.2325,3745
CPF2,YEB,Bar River Airport,Echo Bay,CA-ON,46.4212,-84.0965,4415
CPR7,,Wingham / Richard W. LeVan Airport,Wingham,CA-ON,43.8675,-81.2986,4000
CPT2,,Killarney Airport,Killarney,CA-ON,45.9775,-81.4947,3500
CPU6,,Tyendinaga Mohawk Airport,Tyendinaga,CA-ON,44.1847,-77.1078,4270
CPZ3,,Trenton/Mountain View Airport,Ameliasburgh,CA-ON,44.0694,-77.3381,5000
CRHA,,Streatham Reef Hueston Airfield,Streatham,CA-BC,53.8226,-126.173,9300
CSC3,,Drummondville Airport,Drummondville,CA-QC,45.8453,-72.3947,6003
CSD4,,Mont Laurier Airport,Mont-Laurier,CA-QC,46.5644,-75.5778,4000
CSE4,,Lachute Airport,Lachute,CA-QC,45.6394,-74.3706,3989
CSH4,YLS,Lebel-sur-Quevillon Airport,Lebel-sur-Quévillon,CA-QC,49.0303,-77.0172,3712
CSM3,,Thetford Mines Airport,Thetford Mines,CA-QC,46.0517,-71.2572,4500
CSR3,,Victoriaville Airport,Victoriaville,CA-QC,46.1106,-71.9319,5530
CSR8,SSQ,La Sarre Airport,La Sarre,CA-QC,48.9172,-79.1786,4700
CSY3,,Sorel Airport,Saint-Robert,CA-QC,45.9803,-73.0422,4000
CSZ4,,St-Frédéric Airport,St-Frédéric,CA-QC,46.3314,-70.9633,3572
CTA4,,St Bruno-de-Guigues Airport,St-Bruno-de-Guigues,CA-QC,47.4492,-79.4181,4489
CTG3,,Du Rocher-Percé (Pabok) Airport,Grande-Rivière-Ouest,CA-QC,48.3838,-64.5627,4982
CTT5,ZGS,La Romaine Airport,Le Golfe-du-Saint-Laurent,CA-QC,50.2596,-60.6744,3938
CY-0066,,Mammari Aerial Firefighting Base,Mammari,CY-02,35.1688,33.22,3940
CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,CA-ON,48.6557,-93.4435,4500
CYAM,YAM,Sault Ste Marie Airport,Sault Ste Marie,CA-ON,46.4832,-84.5085,6000
CYAU,,Liverpool South Shore Regional Airport,Greenfield,CA-NS,44.2303,-64.8561,3937
CYAX,,Lac du Bonnet Airport,Lac du Bonnet,CA-MB,50.2944,-96.01,3600
CYAY,YAY,St. Anthony Airport,St. Anthony,CA-NL,51.3919,-56.0832,4000
CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA-BC,49.0798,-125.7756,5000
CYBC,YBC,Baie-Comeau Airport,Baie-Comeau,CA-QC,49.1325,-68.2044,6000
CYBD,QBC,Bella Coola Airport,Bella Coola,CA-BC,52.3875,-126.596,4200
CYBE,YBE,Uranium City Airport,Uranium City,CA-SK,59.5614,-108.481,3935
CYBF,YBY,Bonnyville Airport,Bonnyville,CA-AB,54.3042,-110.744,4434
CYBG,YBG,Saguenay-Bagotville Airport,Saguenay,CA-QC,48.3301,-70.992,10000
CYBL,YBL,Campbell River Airport,Campbell River,CA-BC,49.9508,-125.271,6499
CYBR,YBR,Brandon Municipal Airport,Brandon,CA-MB,49.91,-99.9519,6500
CYBW,,Calgary / Springbank Airport,Calgary,CA-AB,51.104,-114.3694,5000
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA-QC,51.4436,-57.1853,4500
CYCC,YCC,Cornwall Regional Airport,Cornwall,CA-ON,45.0926,-74.5677,3500
CYCD,YCD,Nanaimo Airport,Nanaimo,CA-BC,49.055,-123.8699,6602
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA-ON,43.2856,-81.5083,5012
CYCG,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA-BC,49.2964,-117.632,5300
CYCH,YCH,Miramichi Airport,Miramichi,CA-NB,47.0078,-65.4492,10006
CYCK,XCM,Chatham Kent Airport,Chatham-Kent,CA-ON,42.3064,-82.0819,5000
CYCL,YCL,Charlo Airport,Charlo,CA-NB,47.9908,-66.3303,6000
CYCN,YCN,Cochrane Airport,Cochrane,CA-ON,49.1056,-81.0136,4500
CYCP,,Blue River Airport,Blue River,CA-BC,52.1167,-119.283,5000
CYCQ,YCQ,Chetwynd Airport,Chetwynd,CA-BC,55.6872,-121.627,4484
CYCW,YCW,Chilliwack Airport,Chilliwack,CA-BC,49.1532,-121.9393,3990
CYCZ,YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA-BC,50.3311,-115.8737,6005
CYDA,YDA,Dawson City Airport,Dawson City,CA-YT,64.0431,-139.128,5000
CYDC,,Princeton Airport,Town of Princeton,CA-BC,49.4681,-120.511,3932
CYDF,YDF,Deer Lake Airport,Deer Lake,CA-NL,49.2082,-57.3961,8005
CYDL,YDL,Dease Lake Airport,Dease Lake,CA-BC,58.4222,-130.032,6000
CYDN,YDN,Dauphin Barker Airport,Dauphin,CA-MB,51.1008,-100.052,5000
CYDO,YDO,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA-QC,48.7785,-72.375,4971
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,CA-BC,55.7412,-120.1833,5001
CYEE,,Huronia Airport,Midland,CA-ON,44.6833,-79.9283,3998
CYEG,YEG,Edmonton International Airport,Edmonton,CA-AB,53.3097,-113.58,11000
CYEL,YEL,Elliot Lake Municipal Airport,Elliot Lake,CA-ON,46.3514,-82.5614,4500
CYEM,YEM,Manitoulin East Municipal Airport,Sheguiandah,CA-ON,45.8424,-81.8576,3500
CYEN,YEN,Estevan Airport,Estevan,CA-SK,49.2103,-102.966,5000
CYES,,Edmundston Airport,Edmundston,CA-NB,47.4872,-68.4777,4499
CYET,YET,Edson Airport,Edson,CA-AB,53.5789,-116.465,6000
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,CA-NT,68.3042,-133.483,6000
CYEY,YEY,Amos/Magny Airport,Amos,CA-QC,48.5639,-78.2497,5000
CYFB,YFB,Iqaluit Airport,Iqaluit,CA-NU,63.7564,-68.5558,8605
CYFC,YFC,Fredericton International Airport,Fredericton,CA-NB,45.8687,-66.5299,8005
CYFD,,Brantford Municipal Airport,Brantford,CA-ON,43.1314,-80.3425,5000
CYFE,YFE,Forestville Airport,Forestville,CA-QC,48.7461,-69.0972,5000
CYFJ,YTM,Mont-Tremblant International Airport,La Macaza,CA-QC,46.4094,-74.78,5587
CYFO,YFO,Flin Flon Airport,Flin Flon,CA-MB,54.6781,-101.682,5004
CYFS,YFS,Fort Simpson Airport,Fort Simpson,CA-NT,61.7602,-121.237,6000
CYGD,,Goderich Airport,Goderich,CA-ON,43.7669,-81.7106,5000
CYGE,,Golden Airport,Golden,CA-BC,51.2992,-116.982,4500
CYGK,YGK,Kingston Norman Rogers Airport,Kingston,CA-ON,44.2253,-76.5969,6001
CYGL,YGL,La Grande Rivière Airport,La Grande Rivière,CA-QC,53.6253,-77.7042,6500
CYGM,YGM,Gimli Industrial Park Airport,Gimli,CA-MB,50.6281,-97.0433,6800
CYGP,YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA-QC,48.7749,-64.4819,5488
CYGQ,YGQ,Geraldton Greenstone Regional Airport,Geraldton,CA-ON,49.7783,-86.9394,5000
CYGR,YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA-QC,47.4252,-61.7786,4500
CYGV,YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA-QC,50.2819,-63.6114,4500
CYHB,YHB,Hudson Bay Airport,Hudson Bay,CA-SK,52.8167,-102.311,5000
CYHD,YHD,Dryden Regional Airport,Dryden,CA-ON,49.8317,-92.7442,5993
CYHF,YHF,Hearst René Fontaine Municipal Airport,Hearst,CA-ON,49.7142,-83.6861,4500
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA-ON,43.1713,-79.9294,10006
CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,CA-ON,49.1931,-84.7589,3500
CYHR,YHR,Chevery Airport,Chevery,CA-QC,50.4683,-59.6378,4500
CYHS,,Hanover / Saugeen Municipal Airport,Hanover,CA-ON,44.1583,-81.0628,4000
CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA-QC,45.5175,-73.4169,7840
CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,CA-NT,60.8397,-115.783,6000
CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA-NS,44.8808,-63.5086,10500
CYIB,YIB,Atikokan Municipal Airport,Atikokan,CA-ON,48.7739,-91.6386,3500
CYID,YDG,Digby / Annapolis Regional Airport,Digby,CA-NS,44.5458,-65.7854,3950
CYIF,YIF,St Augustin Airport,St-Augustin,CA-QC,51.2117,-58.6583,4590
CYJM,,Fort St James Airport,Fort St. James,CA-BC,54.3972,-124.263,4000
CYJN,YJN,St Jean Airport,St Jean,CA-QC,45.2944,-73.2811,4000
CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA-BC,50.703,-120.4486,8000
CYKF,YKF,Region of Waterloo International Airport,Breslau,CA-ON,43.4608,-80.3786,7003
CYKL,YKL,Schefferville Airport,Schefferville,CA-QC,54.8053,-66.8053,5000
CYKM,YKD,Kincardine Municipal Airport,Kincardine,CA-ON,44.2014,-81.6067,4085
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,CA-ON,48.2103,-79.9814,4500
CYKY,YKY,Kindersley Airport,Kindersley,CA-SK,51.5175,-109.181,3507
CYLB,YLB,Lac La Biche Airport,Lac La Biche,CA-AB,54.7703,-112.032,5700
CYLD,YLD,Chapleau Airport,Chapleau,CA-ON,47.82,-83.3467,5000
CYLI,,Lillooet Airport,Lillooet,CA-BC,50.6747,-121.894,3990
