code,iata,name,city,region,lat,lon,longest_rwy_ft
SJDM,,Fazenda Jarinã Airport,Peixoto De Azevedo,BR-MT,-10.3253,-53.5859,3937
SIRN,,Fazenda Jaó Airport,Nova Xavantina,BR-MT,-14.7691,-51.9857,4757
SISD,,Fazenda São Sebastião Airport,Aparecida Do Rio Doce,BR-GO,-18.1452,-51.2738,3937
SJJV,,Fazenda Primavera Airport,Campo Grande,BR-MS,-20.9751,-54.3295,3937
SWCC,,Candote Airport,Três Lagoas,BR-MS,-20.8391,-52.3015,4265
SIVN,,Fazenda Sansara Airport,Montes Claros,BR-MG,-16.6022,-43.771,3773
SJIS,,Fazenda Annalu Airport,Deodápolis,BR-MS,-22.0822,-54.2011,3609
SIWA,,Fazenda Estrela do Aripuanã Airport,Aripuanã,BR-MT,-10.7485,-59.3738,4429
SIWB,,Fazenda Sperafico Airport,Amambaí,BR-MS,-23.1905,-55.2899,3609
SIWE,,Nelson Pizzani Airport,Monte Carlo,BR-SC,-27.2127,-50.9565,3707
SDLZ,,Campo Verde Airport,Campo Verde,BR-MT,-15.5287,-55.1414,4429
SIWN,,Fazenda Vargem das Flores Airport,Joviânia,BR-GO,-17.8499,-49.5823,4593
SD4R,,Fazenda Boa Vista Airport,Itaituba,BR-PA,-7.8569,-56.7164,4265
SD24,,Fazenda Paiaguás Airport,Diamantino,BR-MT,-14.0723,-57.4507,4921
SDQE,,Ilha do Caracará Airport,Poconé,BR-MT,-17.4569,-56.8411,3937
SJVY,,Fazenda Vitória Airport,Itarumã,BR-GO,-18.755,-51.4772,3937
